name,year,ipo_id,slug,url,listing_gain_pct,issue_price,listing_price,listing_date,listing_date_raw,face_value,price_band_low,price_band_high,offer_price,lot_size,sale_type,exchange,issue_size_cr,fresh_issue_cr,nse_symbol,bse_code,isin,ronw,promoter_holding_pre,market_cap_cr,fresh_issue_pct,promoter_holding_post,qib_sub,hni_sub,rii_sub,total_sub,anchor_data_available,has_top_anchor,qib_retail_ratio,sub_intensity_score,gmp_data_available,nse_ticker,listing_price_actual,return_1M,return_3M,return_6M,return_1Y,alpha_1M,alpha_3M,alpha_6M,alpha_1Y,nifty_at_listing,nifty_30d_return_pct,nifty_7d_return_pct,vix_at_listing,target_listing_positive,target_listing_gt10,target_listing_gt20,target_1y_positive,target_1y_gt25,target_beat_nifty,ofs_cr,ofs_pct,employee_sub,roe,roce,anchor_price,anchor_pct_of_qib,anchor_investors_count,anchor_names_sample,anchor_amount_cr,total_assets_cr,revenue_cr,pat_cr,net_worth_cr,reserves_cr,total_debt_cr,debt_equity,pat_margin_pct,eps,pe_ratio,revenue_per_share,price_to_book,sector,book_value,face_value_screener,ebitda_cr,ebitda_margin_pct,pb_ratio_screener
Kronox Lab Sciences Ltd.,2024,2024_1738,kronox-lab-sciences-ipo,https://www.chittorgarh.com/ipo/kronox-lab-sciences-ipo/1738/,17.15,136.0,159.32,"Mon, Jun 10, 2024","Mon, Jun 10, 2024",10.0,129.0,136.0,136.0,110.0,Bookbuilding IPO,"BSE, NSE",130.0,,KRONOX,544187.0,INE0ATZ01017,25.66,99.98,504.61,,99.98,89.0331,301.9175,54.2355,82.0767,1.0,0.0,1.642,145.94,0,,,,,,,,,,,,,,,1,1,0,,,,130.0,100.0,,25.66,33.15,136.0,60.0,6.0,NEGEN UNDISCOVERED VALUE FUND | NEGEN | CHANAKYA OPPORTUNITIES FUND I | CHANAKYA | MINERVA EMERGING OPPORTUNITIES FUND LTD.,39.05,66.96,68.44,15.47,60.28,15.56,34.0,0.56,22.6,4.48,30.37,19.82,8.37,,273.0,100.0,12.0,24.0,187.0
Kross Ltd.,2024,2024_1839,kross-ipo,https://www.chittorgarh.com/ipo/kross-ipo/1839/,8.25,240.0,259.81,"Mon, Sep 16, 2024","Mon, Sep 16, 2024",5.0,228.0,240.0,240.0,62.0,Bookbuilding IPO,"BSE, NSE",500.0,250.0,KROSS,544253.0,INE0O6601022,30.57,100.0,1548.23,50.0,83.85,24.5476,23.3961,11.2604,12.3601,1.0,1.0,2.18,21.54,0,KROSS,259.81,-25.21,-14.1,-31.89,-16.4,-23.59,-9.97,-21.85,-16.18,25418.55,3.44,1.51,12.59,1,0,0,0.0,0.0,0.0,250.0,50.0,,30.57,28.15,240.0,60.0,19.0,ICICI PRUDENTIAL TRANSPORTATION & LOGISTICS FUND | ICICI PRUDENTIAL MUTUAL FUND | AXIS VALUE FUND | AXIS MUTUAL FUND | AXIS EQUITY SAVINGS FUND,150.0,352.0,621.46,44.88,146.81,119.76,117.9,0.8,7.22,8.3,28.93,114.96,10.55,,702.0,500.0,17.0,10.62,240.0
Krystal Integrated Services Ltd.,2024,2024_1665,krystal-integrated-services-ipo,https://www.chittorgarh.com/ipo/krystal-integrated-services-ipo/1665/,-0.3,715.0,712.85,"Thu, Mar 21, 2024","Thu, Mar 21, 2024",10.0,680.0,715.0,715.0,20.0,Bookbuilding IPO,"BSE, NSE",300.0,175.0,KRYSTAL,544149.0,INE0QN801017,11.21,99.99,998.99,58.33,82.47,7.3168,45.226,3.4156,9.4427,1.0,0.0,2.142,17.91,0,,,,,,,,,,,,,,,0,0,0,,,,125.0,41.67,,11.71,16.97,715.0,60.0,10.0,ITI FLEXI CAP FUND | ITI MUTUAL FUND | QUANT BUSINESS CYCLE FUND | QUANT MUTUAL FUND | NEGEN UNDISCOVERED VALUE FUND,90.04,449.83,455.67,20.56,183.68,170.09,103.36,0.58,4.56,33.33,21.45,730.92,5.44,,326.0,100.0,25.0,7.81,130.0
Le Travenues Technology Ltd.,2024,2024_1742,ixigo-ipo,https://www.chittorgarh.com/ipo/ixigo-ipo/1742/,78.19,93.0,165.72,"Tue, Jun 18, 2024","Tue, Jun 18, 2024",1.0,88.0,93.0,93.0,161.0,Bookbuilding IPO,"BSE, NSE",740.0,120.0,IXIGO,544192.0,INE0HV901016,15.26,,3603.04,16.22,,106.7341,110.2525,53.9529,53.9534,1.0,1.0,1.978,97.23,0,IXIGO,165.72,4.46,-7.89,-2.15,2.87,-0.82,-15.79,-4.87,-3.13,23516.0,4.67,1.08,13.71,1,1,1,1.0,0.0,0.0,620.0,83.78,,974.0,126.0,93.0,60.0,23.0,SBI MAGNUM CHILDREN'S BENEFIT FUND-INVESTMENT PLAN | SBI MUTUAL FUND | NOMURA FUNDS IRELAND PLC-NOMURA FUNDS IRELAND-INDIA EQUITY FUND | NOMURA | GOVERNMENT OF SINGAPORE,333.05,678.71,497.1,65.71,437.13,399.83,43.36,0.1,13.22,0.62,148.87,4.69,8.24,Technology,157.0,100.0,-54.0,-135.0,125.0
Mamata Machinery Ltd.,2024,2024_1937,mamata-machinery-ipo,https://www.chittorgarh.com/ipo/mamata-machinery-ipo/1937/,159.26,243.0,630.0,"Fri, Dec 27, 2024","Fri, Dec 27, 2024",10.0,230.0,243.0,243.0,61.0,Bookbuilding IPO,"BSE, NSE",179.0,,MAMATA,544318.0,INE0TO701015,27.39,92.45,552.82,,92.45,235.8833,274.3791,138.0792,136.7428,1.0,0.0,1.708,227.87,0,,,,,,,,,,,23813.4,-1.9,-0.58,13.24,1,1,1,,,,179.0,100.0,153.2651,27.76,31.29,243.0,60.0,7.0,3P INDIA EQUITY FUND I M | 3P INDIA | AUTHUM INVESTMENT & INFRASTRUCTURE LTD. | AUTHUM INVESTMENT | WINRO COMMERCIAL (INDIA) LTD.,53.56,240.85,29.19,0.22,132.82,,4.34,0.09,15.27,15.88,15.3,103.99,4.16,,718.0,100.0,1.0,0.88,227.0
Manba Finance Ltd.,2024,2024_1866,manba-finance-ipo,https://www.chittorgarh.com/ipo/manba-finance-ipo/1866/,31.21,120.0,157.45,"Mon, Sep 30, 2024","Mon, Sep 30, 2024",10.0,114.0,120.0,120.0,125.0,Bookbuilding IPO,"BSE, NSE",151.0,151.0,MANBA,544262.0,INE939X01013,15.66,100.0,602.87,100.0,74.95,148.5475,511.618,143.9483,156.8341,1.0,0.0,1.032,256.55,0,MANBA,150.61,-8.84,4.83,-10.74,-9.97,-3.14,12.84,-1.14,-7.13,25796.9,2.05,-0.55,11.99,1,1,1,0.0,0.0,0.0,,,,21.36,19.39,120.0,60.0,8.0,CHARTERED FINANCE & LEASING LTD. | CHARTERED FINANCE & LEASING | FINAVENUE GROWTH FUND | FINAVENUE | ANTARA INDIA EVERGREEN FUND LTD.,45.25,973.75,191.63,31.42,200.61,162.46,752.27,3.75,16.4,8.34,14.39,50.85,3.01,Banking & Finance,774.0,100.0,,,129.0
Medi Assist Healthcare Services Ltd.,2024,2024_1612,medi-assist-healthcare-ipo,https://www.chittorgarh.com/ipo/medi-assist-healthcare-ipo/1612/,11.03,418.0,464.1,"Tue, Jan 23, 2024","Tue, Jan 23, 2024",5.0,397.0,418.0,418.0,35.0,Bookbuilding IPO,"BSE, NSE",1172.0,,MEDIASSIST,544088.0,INE456Z01021,19.63,67.55,2878.32,,67.55,40.1371,14.8524,3.1944,11.3733,1.0,1.0,12.565,25.16,0,,,,,,,,,,,,,,,1,1,0,,,,1172.0,100.0,,174.0,24.95,418.0,60.0,36.0,HDFC BANKING & FINANCIAL SERVICES FUND | HDFC MUTUAL FUND | HDFC PHARMA & HEALTHCARE FUND | KOTAK BUSINESS CYCLE FUND | KOTAK MAHINDRA MUTUAL FUND,351.47,802.62,312.03,45.26,416.64,102.03,98.0,0.24,14.51,10.94,38.22,75.4,6.91,Healthcare,778.0,500.0,82.0,29.6,424.0
Mukka Proteins Ltd.,2024,2024_1586,mukka-proteins-ipo,https://www.chittorgarh.com/ipo/mukka-proteins-ipo/1586/,50.89,28.0,42.25,"Thu, Mar 7, 2024","Thu, Mar 7, 2024",1.0,26.0,28.0,28.0,535.0,Bookbuilding IPO,"BSE, NSE",224.0,224.0,MUKKA,544135.0,INE0CG401037,34.19,100.0,840.0,100.0,73.33,189.2781,250.3864,58.5176,95.8958,1.0,0.0,3.235,181.46,0,,,,,,,,,,,,,,,1,1,1,,,,,,,36.71,17.62,28.0,60.0,6.0,CRAFT EMERGING MARKET FUND PCC-ELITE CAPITAL FUND | CRAFT EMERGING MARKET FUND PCC | ELARA INDIA OPPORTUNITIES FUND LTD. | ELARA | EMINENCE GLOBAL FUND PCC-EUBILIA CAPITAL PARTNERS FUND I,67.2,641.18,612.88,32.98,159.11,144.92,317.73,1.64,4.04,2.16,12.96,53.47,5.28,,148.0,100.0,23.0,5.62,150.0
NTPC Green Energy Ltd.,2024,2024_1902,ntpc-green-energy-ipo,https://www.chittorgarh.com/ipo/ntpc-green-energy-ipo/1902/,12.64,108.0,121.65,"Wed, Nov 27, 2024","Wed, Nov 27, 2024",10.0,102.0,108.0,108.0,138.0,Bookbuilding IPO,"BSE, NSE",10000.0,10000.0,NTPCGREEN,544289.0,INE0ONG01011,2.14,100.0,91000.0,100.0,89.01,3.5118,0.855,3.5926,1.5391,1.0,1.0,0.978,2.73,0,NTPCGREEN,121.65,6.73,-19.11,-10.05,-23.65,8.63,-12.02,-11.87,-30.89,23914.15,-1.75,2.42,15.21,1,1,0,0.0,0.0,0.0,,,0.8331,7.39,489.0,108.0,60.0,107.0,"NEW WORLD FUND,INC. | NEW WORLD FUND | AMERICAN FUNDS INSURANCE SERIES-NEW WORLD FUND | AMERICAN FUNDS INSURANCE SERIES | INTERNATIONAL GROWTH & INCOME FUND",3960.0,32408.3,1132.74,175.3,8189.18,596.08,17057.5,1.91,16.2,0.46,234.97,2.84,11.11,,222.0,100.0,152.0,89.41,157.0
Niva Bupa Health Insurance Co.Ltd.,2024,2024_1899,niva-bupa-health-insurance-ipo,https://www.chittorgarh.com/ipo/niva-bupa-health-insurance-ipo/1899/,0.0,74.0,74.0,"Thu, Nov 14, 2024","Thu, Nov 14, 2024",10.0,70.0,74.0,74.0,200.0,Bookbuilding IPO,"BSE, NSE",2200.0,800.0,NIVABUPA,544286.0,INE995S01015,-0.92,88.98,13380.91,36.36,83.0,2.1734,0.7136,2.8824,1.0473,1.0,1.0,0.754,1.88,0,NIVABUPA,74.02,13.27,8.05,19.62,2.09,9.86,10.18,15.04,-8.68,23532.7,-5.76,-2.75,14.78,0,0,0,1.0,0.0,0.0,1400.0,63.64,,818.0,745.0,74.0,60.0,31.0,ZULIA INVESTMENTS PTE.LTD. | ZULIA | AMANSA HOLDINGS PVT.LTD. | AMANSA | A91 EMERGING FUND II LLP,990.0,6542.06,1124.9,-18.82,2031.77,1282.44,250.0,0.12,-1.67,0.48,153.7,,6.59,Healthcare,206.0,100.0,-29.0,-3.41,0
Northern Arc Capital Ltd.,2024,2024_1855,northern-arc-capital-ipo,https://www.chittorgarh.com/ipo/northern-arc-capital-ipo/1855/,22.97,263.0,323.4,"Tue, Sep 24, 2024","Tue, Sep 24, 2024",10.0,249.0,263.0,263.0,57.0,Bookbuilding IPO,"BSE, NSE",777.0,501.0,NORTHARC,544260.0,INE850M01015,13.32,,4242.86,64.48,,242.725,147.5804,32.0093,80.3952,1.0,1.0,7.583,172.04,0,NORTHARC,323.4,-26.08,-32.35,-48.11,-17.06,-20.14,-23.91,-38.65,-12.03,26004.15,3.94,2.47,12.74,1,1,1,0.0,0.0,0.0,276.0,35.52,,108.0,987.0,263.0,60.0,15.0,QUANT BFSI FUND | QUANT MUTUAL FUND | SBI LIFE INSURANCE CO.LTD. | SBI LIFE INSURANCE | SBI GENERAL INSURANCE CO.LTD.,228.86,11707.66,1906.03,317.69,2314.35,2123.37,9047.76,3.9,16.67,22.32,11.78,133.89,1.83,,227.0,100.0,,,122.0
Nova AgriTech Ltd.,2024,2024_1616,nova-agritech-ipo,https://www.chittorgarh.com/ipo/nova-agritech-ipo/1616/,40.85,41.0,57.75,"Wed, Jan 31, 2024","Wed, Jan 31, 2024",2.0,39.0,41.0,41.0,365.0,Bookbuilding IPO,"BSE, NSE",144.0,112.0,NOVAAGRI,544100.0,INE02H701025,32.08,84.27,379.33,77.78,54.74,81.1282,233.0254,80.1971,79.2496,1.0,0.0,1.012,126.51,0,,,,,,,,,,,,,,,1,1,1,,,,32.0,22.22,,38.27,27.25,41.0,60.0,4.0,AG DYNAMIC FUNDS LTD. | NEOMILE GROWTH FUND-SERIES I | NEOMILE | SAINT CAPITAL FUND | SAINT CAPITAL,43.14,196.37,103.24,10.38,74.23,60.97,68.5,1.11,9.73,3.14,13.05,32.27,5.11,Technology,248.0,200.0,15.0,12.93,143.0
Ola Electric Mobility Ltd.,2024,2024_1765,ola-electric-ipo,https://www.chittorgarh.com/ipo/ola-electric-ipo/1765/,20.0,76.0,91.2,"Fri, Aug 9, 2024","Fri, Aug 9, 2024",10.0,72.0,76.0,76.0,195.0,Bookbuilding IPO,"BSE, NSE",6146.0,5500.0,OLAELEC,544225.0,INE0LXG01040,-78.46,45.14,33521.75,89.49,28.73,5.5301,2.5123,4.0482,2.4505,1.0,1.0,1.366,4.33,0,OLAELEC,91.2,26.64,-20.26,-23.28,-55.59,23.88,-19.36,-19.97,-56.62,24367.5,0.18,-1.42,15.34,1,1,0,0.0,0.0,0.0,646.0,10.51,12.382,-108.0,-281.0,76.0,60.0,84.0,SBI CONTRA FUND | SBI MUTUAL FUND | SBI FLEXICAP FUND | SBI AUTOMOTIVE OPPORTUNITIES FUND | SBI RESURGENT INDIA OPPORTUNITIES FUND,2763.03,7735.41,5243.27,-1584.4,2019.34,-2882.54,2389.21,1.18,-30.22,-4.3,-17.69,,16.6,,984.0,100.0,-277.0,-27700.0,0
One Mobikwik Systems Ltd.,2024,2024_1928,mobikwik-ipo,https://www.chittorgarh.com/ipo/mobikwik-ipo/1928/,89.25,279.0,528.0,"Wed, Dec 18, 2024","Wed, Dec 18, 2024",2.0,265.0,279.0,279.0,53.0,Bookbuilding IPO,"BSE, NSE",572.0,572.0,MOBIKWIK,544305.0,INE0HLU01028,8.66,32.87,2295.45,100.0,7.95,125.817,114.7049,141.78,69.1288,1.0,1.0,0.887,125.68,0,MOBIKWIK,528.0,-10.74,-36.86,-55.27,-55.55,-6.63,-31.52,-58.46,-63.73,23951.7,1.84,-2.43,14.51,1,1,1,0.0,0.0,0.0,,,,-324.0,-146.0,279.0,60.0,21.0,SBI MAGNUM CHILDREN'S BENEFIT FUND-INVESTMENT PLAN | SBI MUTUAL FUND | QUANT BFSI FUND | QUANT MUTUAL FUND | QUANT TECK FUND,257.4,908.1,345.83,-6.62,158.65,147.21,206.34,0.73,-1.91,2.46,113.32,,14.47,,666.0,200.0,-115.0,-39.79,0
Orient Technologies Ltd.,2024,2024_1809,orient-technologies-ipo,https://www.chittorgarh.com/ipo/orient-technologies-ipo/1809/,46.8,206.0,302.4,"Wed, Aug 28, 2024","Wed, Aug 28, 2024",10.0,195.0,206.0,206.0,72.0,Bookbuilding IPO,"BSE, NSE",215.0,120.0,ORIENTTECH,544235.0,INE0PPK01015,23.64,97.96,857.82,55.81,83.97,188.7948,310.0344,68.9315,108.3902,1.0,0.0,2.739,201.19,0,ORIENTTECH,273.84,-8.18,33.37,9.44,0.72,-12.83,37.91,19.44,2.61,25151.95,1.19,1.37,13.79,1,1,1,1.0,0.0,1.0,95.0,44.19,,27.26,28.42,206.0,60.0,5.0,PINE OAK GLOBAL FUND | PINE OAK | SAINT CAPITAL FUND | SAINT CAPITAL | SB OPPORTUNITIES FUND I,64.43,311.14,606.86,41.45,175.31,138.79,4.82,0.03,6.87,11.57,17.8,168.41,4.89,Technology,778.0,100.0,3.0,1.21,299.0
P N Gadgil Jewellers Ltd.,2024,2024_1841,p-n-gadgil-jewellers-ipo,https://www.chittorgarh.com/ipo/p-n-gadgil-jewellers-ipo/1841/,65.27,480.0,793.3,"Tue, Sep 17, 2024","Tue, Sep 17, 2024",10.0,456.0,480.0,480.0,31.0,Bookbuilding IPO,"BSE, NSE",1100.0,850.0,PNGJL,544256.0,INE953R01016,28.88,100.0,6514.0,77.27,86.95,144.0495,59.0363,17.4489,43.7725,1.0,1.0,8.256,93.23,0,PNGJL,793.3,-5.4,-10.95,-32.76,-22.68,-2.77,-6.15,-22.88,-21.83,25377.55,2.75,1.84,13.37,1,1,1,0.0,0.0,0.0,250.0,22.73,,28.88,27.31,480.0,60.0,33.0,HDFC VALUE FUND | HDFC MUTUAL FUND | HDFC NON-CYCLICAL CONSUMER FUND | NIPPON INDIA SMALL CAP FUND | NIPPON INDIA MUTUAL FUND,330.0,1464.98,6119.1,154.34,534.38,,396.5,0.74,2.53,13.08,36.7,517.0,12.19,Retail,125.0,100.0,103.0,4.19,228.0
Platinum Industries Ltd.,2024,2024_1638,platinum-industries-ipo,https://www.chittorgarh.com/ipo/platinum-industries-ipo/1638/,29.36,171.0,221.2,"Tue, Mar 5, 2024","Tue, Mar 5, 2024",10.0,162.0,171.0,171.0,87.0,Bookbuilding IPO,"BSE, NSE",235.0,235.0,PLATIND,544134.0,INE0PT501018,61.26,94.74,939.22,100.0,69.72,151.0028,141.7937,50.9178,69.2923,1.0,0.0,2.966,128.22,0,PLATIND,221.2,-9.31,-8.92,77.67,15.53,-10.7,-12.98,66.21,15.02,22474.05,2.48,2.38,14.3,1,1,1,1.0,0.0,1.0,,,,90.02,56.85,171.0,60.0,7.0,BARING PRIVATE EQUITY INDIA AIF II | BARING | ELARA INDIA OPPORTUNITIES FUND LTD. | ELARA | SAINT CAPITAL FUND,70.59,137.72,123.73,22.84,85.04,44.86,11.46,0.28,9.32,9.13,18.73,97.96,11.04,,745.0,100.0,8.0,8.99,268.0
Popular Vehicles & Services Ltd.,2024,2024_1672,popular-vehicles-services-ipo,https://www.chittorgarh.com/ipo/popular-vehicles-services-ipo/1672/,-6.39,295.0,276.15,"Tue, Mar 19, 2024","Tue, Mar 19, 2024",2.0,280.0,295.0,295.0,50.0,Bookbuilding IPO,"BSE, NSE",602.0,250.0,PVSL,544144.0,INE772T01024,10.42,69.45,2100.28,41.53,57.55,1.9182,0.6731,1.0715,0.8728,1.0,1.0,1.79,1.38,0,PVSL,275.53,-13.51,-10.52,-20.25,-64.64,-16.03,-19.25,-39.15,-72.29,21839.1,-1.28,-0.72,13.47,0,0,0,0.0,0.0,0.0,352.0,58.47,8.0394,10.42,8.83,295.0,60.0,18.0,HDFC ELSS TAX SAVER | HDFC MUTUAL FUND | HDFC VALUE FUND | HDFC RETIREMENT SAVINGS FUND-HYBRID EQUITY PLAN | HDFC TRANSPORTATION & LOGISTICS FUND,180.17,1941.78,2848.21,40.04,384.21,371.67,764.61,1.99,1.41,10.22,28.88,724.82,5.47,,886.0,200.0,132.0,3.38,0
Premier Energies Ltd.,2024,2024_1818,premier-energies-ipo,https://www.chittorgarh.com/ipo/premier-energies-ipo/1818/,86.64,450.0,839.9,"Tue, Sep 3, 2024","Tue, Sep 3, 2024",1.0,427.0,450.0,450.0,33.0,Bookbuilding IPO,"BSE, NSE",2830.0,1292.0,PREMIERENE,544238.0,INE0BS701011,37.46,70.33,20284.33,45.65,63.96,212.4203,50.9834,7.4409,52.5821,1.0,1.0,28.548,122.99,0,PREMIERENE,838.86,28.64,52.95,2.15,18.62,28.76,56.16,14.8,20.62,25198.7,4.75,0.58,14.38,1,1,1,1.0,0.0,1.0,1539.0,54.38,11.3172,43.73,25.65,450.0,60.0,60.0,"NOMURA FUNDS IRELAND PLC-NOMURA FUNDS IRELAND-INDIA EQUITY FUND | NOMURA | NATIONAL PENSION SERVICE MANAGED BY BLACKROCK INSTITUTIONAL TRUST CO.,N.A | NATIONAL PENSION SERVICE | PGGM WORLD EQUITY II B.V.",846.12,3735.5,1668.79,198.16,26.96,255.73,1200.16,1.86,7.3,5.48,82.09,75.07,752.39,,762.0,100.0,94.0,9.93,332.0
Property Share Investment Trust-PropShare Platina,2024,2024_1917,property-share-reit-ipo,https://www.chittorgarh.com/ipo/property-share-reit-ipo/1917/,-0.1,1050000.0,1048945.7,"Tue, Dec 10, 2024","Tue, Dec 10, 2024",,0.0,1050000.0,,,Bookbuilding SM REIT,BSE,353.0,353.0,,,INE19RO25013,,,490.0,100.0,,,,,,0.0,0.0,,,0,BFINVEST,739.8,-17.61,-37.63,-34.59,-44.8,-13.21,-28.89,-35.03,-50.56,24641.8,2.04,0.71,13.27,0,0,0,0.0,0.0,0.0,,,,103.0,115.0,,,,,,,3110.0,-57.0,8260.0,,18219.0,2.21,-1.83,,546.0,,,,101467.0,1060000.0,2232.0,71.77,546.0
R K SWAMY Ltd.,2024,2024_1620,r-k-swamy-ipo,https://www.chittorgarh.com/ipo/r-k-swamy-ipo/1620/,-8.82,288.0,262.6,"Tue, Mar 12, 2024","Tue, Mar 12, 2024",5.0,270.0,288.0,288.0,50.0,Bookbuilding IPO,"BSE, NSE",424.0,173.0,RKSWAMY,544136.0,INE0NQ801033,5.41,83.03,1453.37,40.8,71.13,20.5825,34.2435,33.31,14.4047,1.0,1.0,0.618,27.23,0,RKSWAMY,258.2,3.26,2.97,-2.38,-13.88,3.54,-2.5,-16.18,-16.44,21997.7,1.77,-1.6,14.43,0,0,0,0.0,0.0,0.0,250.0,58.96,2.4637,16.47,6.29,288.0,60.0,18.0,NIPPON INDIA SMALL CAP FUND | NIPPON INDIA MUTUAL FUND | LIC MF SMALL CAP FUND | LIC MUTUAL FUND | LIC MF VALUE FUND,187.23,252.23,142.55,7.93,146.66,28.85,51.05,1.5,5.56,7.03,40.96,126.44,9.91,,486.0,500.0,20.0,11.49,216.0
Rashi Peripherals Ltd.,2024,2024_1634,rashi-peripherals-ipo,https://www.chittorgarh.com/ipo/rashi-peripherals-ipo/1634/,3.38,311.0,321.5,"Wed, Feb 14, 2024","Wed, Feb 14, 2024",5.0,295.0,311.0,311.0,48.0,Bookbuilding IPO,"BSE, NSE",600.0,600.0,RPTECH,544119.0,INE0J1F01024,17.6,89.65,2049.48,100.0,60.37,151.4546,66.1544,11.0076,44.0667,1.0,1.0,13.759,97.78,0,RPTECH,318.47,-3.23,1.31,34.76,-10.34,-4.07,-2.16,21.15,-15.34,21910.75,-0.84,0.89,15.23,1,0,0,0.0,0.0,0.0,,,,19.33,14.21,311.0,60.0,18.0,ASHOKA INDIA EQUITY INVESTMENT TRUST PLC | ASHOKA | ASHOKA WHITEOAK EMERGING MARKETS TRUST PLC | ASHOKA WHITEOAK | ASHOKA WHITEOAK ICAV-ASHOKA WHITEOAK EMERGING MARKETS EQUITY FUND,180.0,4058.64,5473.27,72.02,772.74,686.24,1395.2,1.53,1.3,26.46,11.75,2035.38,2.65,,281.0,500.0,59.0,1.48,115.0
SRM Contractors Ltd.,2024,2024_1682,srm-contractors-ipo,https://www.chittorgarh.com/ipo/srm-contractors-ipo/1682/,7.62,210.0,226.0,"Wed, Apr 3, 2024","Wed, Apr 3, 2024",10.0,200.0,210.0,210.0,70.0,Bookbuilding IPO,"BSE, NSE",130.0,130.0,SRM,544158.0,INE0R6Z01013,25.02,99.92,481.83,100.0,72.94,59.5942,214.9352,46.9664,60.5983,1.0,0.0,1.269,103.67,0,,,,,,,,,,,,,,,1,0,0,,,,,,,272.0,29.43,210.0,60.0,3.0,NEOMILE GROWTH FUND-SERIES I | NEOMILE | SAINT CAPITAL FUND | SAINT CAPITAL | ASTORNE CAPITAL VCC-ARVEN,39.06,168.87,242.28,21.07,37.24,67.48,42.32,0.5,8.98,11.2,18.76,124.72,12.94,,130.0,100.0,17.0,10.62,142.0
Sagility India Ltd.,2024,2024_1898,sagility-india-ipo,https://www.chittorgarh.com/ipo/sagility-india-ipo/1898/,-2.27,30.0,29.32,"Tue, Nov 12, 2024","Tue, Nov 12, 2024",10.0,28.0,30.0,30.0,500.0,Bookbuilding IPO,"BSE, NSE",2106.0,,SAGILITY,544282.0,INE0W2G01015,0.29,97.39,14043.99,,97.39,3.516,1.9297,4.1619,1.7658,1.0,1.0,0.845,3.17,0,SAGILITY,29.29,35.61,66.54,50.51,72.03,31.91,69.94,47.16,62.95,23559.05,-5.98,-3.78,15.44,0,0,0,1.0,1.0,1.0,2106.0,100.0,3.7526,738.0,958.0,30.0,60.0,52.0,ICICI PRUDENTIAL INNOVATION FUND | ICICI PRUDENTIAL MUTUAL FUND | HDFC CHILDREN'S FUND | HDFC MUTUAL FUND | HDFC TECHNOLOGY FUND,945.4,10388.01,1247.76,22.29,7608.16,2704.28,943.91,0.15,11.83,0.49,61.52,4.14,1.85,,190.0,100.0,193.0,20.91,225.0
Sai Life Sciences Ltd.,2024,2024_1925,sai-life-sciences-ipo,https://www.chittorgarh.com/ipo/sai-life-sciences-ipo/1925/,39.28,549.0,764.65,"Wed, Dec 18, 2024","Wed, Dec 18, 2024",1.0,522.0,549.0,549.0,27.0,Bookbuilding IPO,"BSE, NSE",3043.0,950.0,SAILIFE,544306.0,INE570L01029,8.13,41.82,11418.63,31.22,33.5,29.7833,4.9947,1.3874,7.1915,1.0,1.0,21.467,16.67,0,SAILIFE,764.65,-6.3,-7.55,-1.37,17.94,-2.19,-2.21,-4.56,9.76,23951.7,1.84,-2.43,14.51,1,1,1,1.0,0.0,1.0,2093.0,68.78,,11.79,15.96,549.0,60.0,63.0,"INQ HOLDING LLC | INQ HOLDING | SMALLCAP WORLD FUND,INC. | SMALLCAP WORLD FUND | FIDELITY FUNDS-INDIA FOCUS FUND",912.79,2476.78,693.35,28.01,1044.75,1025.44,764.49,0.73,5.65,4.34,126.42,76.81,10.93,,107.0,100.0,176.0,25.32,618.0
Sanathan Textiles Ltd.,2024,2024_1940,sanathan-textiles-ipo,https://www.chittorgarh.com/ipo/sanathan-textiles-ipo/1940/,20.98,321.0,388.35,"Fri, Dec 27, 2024","Fri, Dec 27, 2024",10.0,305.0,321.0,321.0,46.0,Bookbuilding IPO,"BSE, NSE",550.0,400.0,SANATHAN,544314.0,INE0JPD01013,10.42,98.61,2709.37,72.73,83.85,79.586,44.3882,9.3079,25.8332,1.0,1.0,8.55,54.97,0,SANATHAN,388.35,-13.62,-4.36,23.97,11.34,-9.49,-3.43,16.71,1.54,23813.4,-1.9,-0.58,13.24,1,1,1,1.0,0.0,1.0,150.0,27.27,,11.09,11.8,321.0,60.0,20.0,SBI MAGNUM CHILDREN'S BENEFIT FUND-INVESTMENT PLAN | SBI MUTUAL FUND | SBI INVESTMENT OPPORTUNITIES FUND (IFSC) | NIPPON INDIA SMALL CAP FUND | NIPPON INDIA MUTUAL FUND,165.0,2529.53,787.76,50.07,1324.06,,644.93,0.17,4.53,18.6,17.25,410.6,2.05,Textiles,219.0,100.0,545.0,17.11,356.0
Sanstar Ltd.,2024,2024_1779,sanstar-ipo,https://www.chittorgarh.com/ipo/sanstar-ipo/1779/,21.13,95.0,115.07,"Fri, Jul 26, 2024","Fri, Jul 26, 2024",2.0,90.0,95.0,95.0,150.0,Bookbuilding IPO,"BSE, NSE",510.0,397.0,SANSTAR,544217.0,INE08NE01025,30.92,99.77,1731.32,77.84,76.84,145.6781,136.4947,24.2306,58.0905,1.0,1.0,6.012,118.63,0,SANSTAR,115.07,14.76,3.24,-13.16,-21.21,14.02,5.87,-5.08,-21.29,,,,,1,1,1,0.0,0.0,0.0,113.0,22.16,,30.92,24.43,95.0,60.0,13.0,BOFA SECURITIES EUROPE SA-ODI | BOFA SECURITIES | BANK OF INDIA FLEXI CAP FUND | BANK OF INDIA MUTUAL FUND | BANK OF INDIA SMALL CAP FUND,153.05,527.57,1081.68,66.77,215.91,225.18,127.64,0.5,6.17,4.75,19.98,76.99,8.02,,362.0,200.0,19.0,7.28,790.0
